STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,49.28239771,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,28.66082231,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,24.9474816,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,14.26030327,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARB,Arab World,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,46.1760434378235,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,43.67823825,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,15.62276872,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,32.12429552,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ATG,Antigua and Barbuda,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,18.11745994,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,7.593652633,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,21.28759264,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,22.69528563,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,34.45562826,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,21.05108459,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,45.48412352,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,51.84606211,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,52.90993831,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,28.04612218,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,61.13442627,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,16.80969086,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,36.72380163,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,25.2079681,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,23.58068506,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,49.97818193,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,14.63356471,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,22.03546704,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,7.963653174,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,35.10106433,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,23.84569363,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,45.2320172,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,10.09239222,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CEB,Central Electricity Board (CEB),WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,27.2768579849851,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,17.97383325,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,21.02891948,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,48.88419264,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,57.67999629,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,66.34276906,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,39.49893211,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,37.86580591,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,29.45036561,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,16.46789079,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,47.44695547,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,16.75082661,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CSS,Caribbean small states,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,19.099998730788,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,20.08741907,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,17.48988591,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,26.11674239,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,20.5580271,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,38.8456207,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,19.22167236,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,17.25015977,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,16.66158736,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,30.06889972,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EAP,East Asia & Pacific (excluding high income),WB_ESG_EN_ATM_PM25_MC_M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,MUG_M3,Micrograms per cubic meter,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1990,43.3826487434332,WB_ESG,"Environment, Social & Governance (ESG)",0,Units,NUMBER,Number (real number),602,CCYY,A,Normal value,PU,Public
