Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Estonia,EST,64.4,..,..,..,..,55.4,..,52.5,..,..,47.8,..,..,..,..,41.4,..,..,..,..,35.7,34.7,33.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Eswatini,SWZ,19.7,..,..,..,..,18.9,..,18.8,..,..,18.5,..,..,..,..,18.1,..,..,..,..,17.6,17.6,17.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Ethiopia,ETH,11,..,..,..,..,10.4,..,10.2,..,..,10,..,..,..,..,9.5,..,..,..,..,9.2,9.1,9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Fiji,FJI,50.5,..,..,..,..,48.3,..,47.5,..,..,46.3,..,..,..,..,44.4,..,..,..,..,42.7,42.5,42,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Finland,FIN,49.1,..,..,..,..,42.6,..,40.2,..,..,37,..,..,..,..,31.9,..,..,..,..,27.7,26.8,26.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,France,FRA,39.3,..,..,..,..,38.2,..,37.8,..,..,37.3,..,..,..,..,36.6,..,..,..,..,35.8,35.6,35.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Gambia, The",GMB,43.1,..,..,..,..,36.2,..,33.8,..,..,30.1,..,..,..,..,25.6,..,..,..,..,21.6,20.9,20.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Georgia,GEO,61.2,..,..,..,..,59.7,..,59.4,..,..,58.5,..,..,..,..,57.2,..,..,..,..,56.3,56.1,55.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Germany,DEU,40.8,..,..,..,..,35.9,..,34.3,..,..,31.7,..,..,..,..,27.7,..,..,..,..,24.5,23.8,23.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Ghana,GHA,13.1,..,..,..,..,11.1,..,10.4,..,..,9.5,..,..,..,..,8.1,..,..,..,..,6.9,6.7,6.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Greece,GRC,67.1,..,..,..,..,57.7,..,54.4,..,..,49.5,..,..,..,..,42.9,..,..,..,..,37,35.8,35,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Guatemala,GTM,24.9,..,..,..,..,24.1,..,23.9,..,..,23.6,..,..,..,..,22.9,..,..,..,..,22.5,22.3,22.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Guinea-Bissau,GNB,39.5,..,..,..,..,31.7,..,29,..,..,25.5,..,..,..,..,20.8,..,..,..,..,17.2,16.5,15.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Guyana,GUY,56.9,..,..,..,..,44.7,..,40.7,..,..,35.3,..,..,..,..,27.7,..,..,..,..,22.1,21,20,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Haiti,HTI,17.1,..,..,..,..,16.2,..,15.9,..,..,15.3,..,..,..,..,14.6,..,..,..,..,13.9,13.8,13.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Honduras,HND,31,..,..,..,..,28.8,..,28,..,..,26.7,..,..,..,..,24.9,..,..,..,..,23.5,23.3,22.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Hungary,HUN,43.2,..,..,..,..,41.5,..,40.8,..,..,39.9,..,..,..,..,38.4,..,..,..,..,36.7,36.6,36.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Iceland,ISL,34,..,..,..,..,25.3,..,22.5,..,..,18.9,..,..,..,..,14.1,..,..,..,..,10.5,9.9,9.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,India,IND,70.8,..,..,..,..,62.5,..,58.7,..,..,53.9,..,..,..,..,46.4,..,..,..,..,40,38.8,37.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Indonesia,IDN,62.9,..,..,..,..,64.8,..,65.8,..,..,67.2,..,..,..,..,69.8,..,..,..,..,72.1,72.4,73.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Iran, Islamic Rep.",IRN,35.9,..,..,..,..,32.5,..,31.2,..,..,29.5,..,..,..,..,26.8,..,..,..,..,24.6,24.1,23.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Iraq,IRQ,37.4,..,..,..,..,36.7,..,36.7,..,..,36.5,..,..,..,..,36.4,..,..,..,..,36.5,36.7,36.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Ireland,IRL,35.1,..,..,..,..,31.4,..,29.9,..,..,28,..,..,..,..,25.2,..,..,..,..,22.5,22.1,21.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Israel,ISR,39.2,..,..,..,..,35.9,..,34.7,..,..,33.1,..,..,..,..,30.2,..,..,..,..,27.8,27.3,27,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Italy,ITA,33,..,..,..,..,31.2,..,30.4,..,..,29.5,..,..,..,..,27.9,..,..,..,..,26.3,26,25.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Jamaica,JAM,25.5,..,..,..,..,22.7,..,21.7,..,..,20.4,..,..,..,..,18.3,..,..,..,..,16.5,16.2,15.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Japan,JPN,52.4,..,..,..,..,45.6,..,43.1,..,..,39.8,..,..,..,..,34.6,..,..,..,..,30.3,29.5,28.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Jordan,JOR,52.9,..,..,..,..,53.7,..,54,..,..,54.6,..,..,..,..,56,..,..,..,..,57,57.3,57.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Kazakhstan,KAZ,58.2,..,..,..,..,52.6,..,50.3,..,..,47.5,..,..,..,..,43.1,..,..,..,..,38.9,38.2,37.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Kenya,KEN,32.8,..,..,..,..,28.7,..,27.2,..,..,25.3,..,..,..,..,22.2,..,..,..,..,19.7,19.2,18.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Kiribati,KIR,82,..,..,..,..,75.2,..,71.9,..,..,67.9,..,..,..,..,60.8,..,..,..,..,54.7,53.7,52.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Korea, Dem. People's Rep.",PRK,58.9,..,..,..,..,51.7,..,48.9,..,..,45.3,..,..,..,..,39.7,..,..,..,..,34.8,33.9,33,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Korea, Rep.",KOR,63.3,..,..,..,..,55,..,52,..,..,47.6,..,..,..,..,41.4,..,..,..,..,36,35,34.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Kuwait,KWT,37.1,..,..,..,..,36.9,..,36.8,..,..,36.9,..,..,..,..,37.1,..,..,..,..,37.4,37.5,37.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Kyrgyz Republic,KGZ,56.7,..,..,..,..,54.6,..,54.2,..,..,53.2,..,..,..,..,52.2,..,..,..,..,51.6,51.4,51.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Lao PDR,LAO,70.4,..,..,..,..,63.8,..,61.2,..,..,57.8,..,..,..,..,52,..,..,..,..,47.3,46.1,45.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Latvia,LVA,63.1,..,..,..,..,58.8,..,57.2,..,..,54.8,..,..,..,..,51.2,..,..,..,..,47.7,47.2,46.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Lebanon,LBN,41.3,..,..,..,..,41.5,..,41.7,..,..,41.7,..,..,..,..,42.1,..,..,..,..,42.7,42.8,42.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Lesotho,LSO,47,..,..,..,..,46.2,..,45.5,..,..,45.3,..,..,..,..,44.6,..,..,..,..,44.2,44,43.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Liberia,LBR,28.5,..,..,..,..,24.4,..,22.9,..,..,20.9,..,..,..,..,18,..,..,..,..,15.6,15.1,14.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Lithuania,LTU,59.8,..,..,..,..,54.9,..,53.1,..,..,50.4,..,..,..,..,46.4,..,..,..,..,42.5,41.8,41.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Luxembourg,LUX,34.9,..,..,..,..,32.4,..,31.3,..,..,29.7,..,..,..,..,27.4,..,..,..,..,25.2,24.8,24.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Madagascar,MDG,57.8,..,..,..,..,53.6,..,52.2,..,..,49.9,..,..,..,..,46.9,..,..,..,..,44,43.4,43,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Malawi,MWI,35.3,..,..,..,..,29.6,..,27.7,..,..,24.9,..,..,..,..,21,..,..,..,..,17.6,16.9,16.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Malaysia,MYS,56.3,..,..,..,..,52.9,..,51.5,..,..,49.8,..,..,..,..,46.7,..,..,..,..,44.3,43.5,43.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Maldives,MDV,60.2,..,..,..,..,55.1,..,53.6,..,..,50.9,..,..,..,..,47.1,..,..,..,..,43.8,43.1,42.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Mali,MLI,28.9,..,..,..,..,25,..,23.4,..,..,21.4,..,..,..,..,18.5,..,..,..,..,16,15.5,15.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Malta,MLT,41.5,..,..,..,..,37.3,..,36,..,..,33.7,..,..,..,..,30.3,..,..,..,..,27.5,26.9,26.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Marshall Islands,MHL,45.5,..,..,..,..,46.5,..,47.3,..,..,48,..,..,..,..,49.4,..,..,..,..,50.7,51,51.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Mauritania,MRT,36.8,..,..,..,..,30.8,..,28.6,..,..,25.7,..,..,..,..,21.5,..,..,..,..,18.1,17.4,16.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Mauritius,MUS,46.1,..,..,..,..,43.8,..,43.4,..,..,42.2,..,..,..,..,40.8,..,..,..,..,39.6,39.1,38.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Mexico,MEX,33.5,..,..,..,..,30.7,..,29.7,..,..,28.2,..,..,..,..,25.8,..,..,..,..,23.8,23.4,23,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Moldova,MDA,44.4,..,..,..,..,45.9,..,46.7,..,..,47.6,..,..,..,..,49.6,..,..,..,..,51.6,52,52.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Mongolia,MNG,57.9,..,..,..,..,56.1,..,55.5,..,..,54.8,..,..,..,..,53.3,..,..,..,..,52.6,51.9,51.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Montenegro,MNE,40.9,..,..,..,..,38,..,37,..,..,35.7,..,..,..,..,33.6,..,..,..,..,31.5,31.3,30.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Morocco,MAR,37.9,..,..,..,..,34.4,..,33,..,..,31.3,..,..,..,..,28.4,..,..,..,..,25.9,25.5,25,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Myanmar,MMR,82.3,..,..,..,..,79.8,..,78.4,..,..,75.9,..,..,..,..,73.4,..,..,..,..,70.6,69.9,69.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Namibia,NAM,33.9,..,..,..,..,31,..,29.9,..,..,28.1,..,..,..,..,26,..,..,..,..,23.8,23.5,23,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Nauru,NRU,57.3,..,..,..,..,55.2,..,53.9,..,..,52.9,..,..,..,..,51,..,..,..,..,49.2,49,48.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Nepal,NPL,74.2,..,..,..,..,67.5,..,64.1,..,..,59.9,..,..,..,..,53.6,..,..,..,..,47.8,46.8,45.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Netherlands,NLD,37.2,..,..,..,..,33.4,..,32,..,..,30.3,..,..,..,..,27,..,..,..,..,24.4,23.9,23.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,New Zealand,NZL,31.2,..,..,..,..,25.8,..,23.8,..,..,21.2,..,..,..,..,17.5,..,..,..,..,14.5,14,13.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Niger,NER,16.8,..,..,..,..,15.9,..,15.6,..,..,15.2,..,..,..,..,14.6,..,..,..,..,14.1,14,14,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Nigeria,NGA,19.3,..,..,..,..,14.7,..,13.2,..,..,11.2,..,..,..,..,8.6,..,..,..,..,6.7,6.4,6.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Norway,NOR,46.1,..,..,..,..,35.7,..,32.4,..,..,27.6,..,..,..,..,21.3,..,..,..,..,16.6,15.7,14.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Oman,OMN,14.3,..,..,..,..,14.8,..,14.9,..,..,15.3,..,..,..,..,15.7,..,..,..,..,16.2,16.4,16.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Pakistan,PAK,57.9,..,..,..,..,50.3,..,47.6,..,..,43.5,..,..,..,..,37.6,..,..,..,..,32.8,31.7,30.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Palau,PLW,38.4,..,..,..,..,35.2,..,34.1,..,..,32.4,..,..,..,..,30,..,..,..,..,27.9,27.6,27.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Panama,PAN,22.5,..,..,..,..,18,..,16.4,..,..,14.3,..,..,..,..,11.6,..,..,..,..,9.1,8.8,8.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Papua New Guinea,PNG,71,..,..,..,..,67,..,65.2,..,..,62.7,..,..,..,..,58.9,..,..,..,..,55.4,54.9,54.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Paraguay,PRY,44.4,..,..,..,..,35.7,..,32.8,..,..,28.9,..,..,..,..,23.4,..,..,..,..,19,18.3,17.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Peru,PER,55.8,..,..,..,..,38.7,..,33.3,..,..,27,..,..,..,..,18.9,..,..,..,..,13.2,12.4,11.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Philippines,PHL,57.7,..,..,..,..,52,..,49.9,..,..,46.7,..,..,..,..,42.1,..,..,..,..,38.1,37.1,36.2,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Poland,POL,46.2,..,..,..,..,40.6,..,38.7,..,..,36,..,..,..,..,31.9,..,..,..,..,28.1,27.5,27.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Portugal,PRT,36.7,..,..,..,..,35.2,..,34.6,..,..,33.5,..,..,..,..,32.2,..,..,..,..,30.9,30.7,30.5,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Puerto Rico (US),PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Qatar,QAT,23,..,..,..,..,22.7,..,22.6,..,..,22.6,..,..,..,..,22.6,..,..,..,..,22.7,22.8,22.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Romania,ROU,48,..,..,..,..,46,..,44.9,..,..,43.5,..,..,..,..,41.3,..,..,..,..,39.5,39,38.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Russian Federation,RUS,53.4,..,..,..,..,50.3,..,49.3,..,..,47.5,..,..,..,..,44.7,..,..,..,..,42,41.5,41.1,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Rwanda,RWA,34.4,..,..,..,..,30.1,..,28.7,..,..,26.6,..,..,..,..,24,..,..,..,..,21.8,21.4,21,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Samoa,WSM,59.2,..,..,..,..,51.2,..,48.3,..,..,44.2,..,..,..,..,38.2,..,..,..,..,33.4,32.5,31.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Sao Tome and Principe,STP,10.7,..,..,..,..,11.2,..,11.4,..,..,11.9,..,..,..,..,12.5,..,..,..,..,13.4,13.5,13.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Saudi Arabia,SAU,24.8,..,..,..,..,25.4,..,25.6,..,..,25.9,..,..,..,..,26.5,..,..,..,..,27.4,27.3,27.6,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Senegal,SEN,28.1,..,..,..,..,23.3,..,21.5,..,..,19.3,..,..,..,..,16,..,..,..,..,13.2,12.8,12.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Serbia,SRB,50.8,..,..,..,..,48.4,..,47.3,..,..,45.7,..,..,..,..,43.2,..,..,..,..,41,40.8,39.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Seychelles,SYC,43.9,..,..,..,..,41.4,..,40.6,..,..,39.2,..,..,..,..,37.2,..,..,..,..,35.3,35.1,34.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Sierra Leone,SLE,65.3,..,..,..,..,50.1,..,45.1,..,..,38.1,..,..,..,..,28.8,..,..,..,..,22.2,20.9,19.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Singapore,SGP,28.1,..,..,..,..,28.1,..,28,..,..,28,..,..,..,..,28,..,..,..,..,27.7,27.7,27.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Slovak Republic,SVK,43.8,..,..,..,..,41.8,..,41.1,..,..,40,..,..,..,..,38.3,..,..,..,..,37,36.6,36.3,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Slovenia,SVN,28.3,..,..,..,..,26.6,..,25.9,..,..,25.1,..,..,..,..,23.7,..,..,..,..,22.3,22,21.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Solomon Islands,SLB,60.4,..,..,..,..,58.6,..,57.9,..,..,57.1,..,..,..,..,55.4,..,..,..,..,54.6,54.5,54.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,"Somalia, Fed. Rep.",SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,South Africa,ZAF,35.7,..,..,..,..,35.2,..,35.2,..,..,35,..,..,..,..,35.2,..,..,..,..,34.9,34.9,34.9,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Spain,ESP,42.4,..,..,..,..,39,..,38,..,..,35.9,..,..,..,..,33.1,..,..,..,..,30.3,29.9,29.4,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Sri Lanka,LKA,51,..,..,..,..,47.3,..,46,..,..,43.9,..,..,..,..,40.7,..,..,..,..,37.9,37.3,36.8,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,St. Lucia,LCA,33.1,..,..,..,..,30.7,..,29.8,..,..,28.7,..,..,..,..,26.9,..,..,..,..,25.3,25.2,24.7,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
